,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0221559,"('Jonathan Breech', 'actor')","('Rachel Row', 'actress')","('Priest', 'actor')","('Mikey', 'actor')",,,,,,,,,,,,,,
0221563,"('Carl', 'actor')","('Sunny', 'actress')","('Thames Barrier Officer', 'actor')","('Thames Barrier Girl', 'actress')",,,,,,,,,,,,,,
0221583,"('Peter', 'actor')","('Buddy', 'actor')","('Jimmy', 'actor')","('Guru', 'actor')","('Danny', 'actor')","('Irving', 'actor')","('June', 'actress')",,,,,,,,,,,
0221635,"('Anna-Maria Karamani', 'actress')","('Eva Manola', 'actress')","('Ritsa Melissinou', 'actress')","('Lia Hatzi', 'actress')",,,,,,,,,,,,,,
0221691,"('Joey Grasso', 'actor')","('Bonita', 'actress')","('Nikki Raye', 'actress')","('Marty Raye', 'actor')",,,,,,,,,,,,,,
0221794,"('Brian', 'actor')","('Nina', 'actress')","('Anju', 'actress')","('Raj', 'actor')",,,,,,,,,,,,,,
0221799,"('Margit', 'actress')","('Suzanne - at 15', 'actress')","('Suzanne - Infant', 'actress')","('Peter', 'actor')",,,,,,,,,,,,,,
0221803,"('Mamma', 'actress')","('Son', 'actor')","('Brenda', 'actress')",,,,,,,,,,,,,,,
0221837,"('Jeremy Walling', 'actor')","('Beth', 'actress')","('Coach Rehmer', 'actor')","('Benjiman Walling', 'actor')",,,,,,,,,,,,,,
0221838,"('Brendan Behan', 'actor')","('Charlie Milwall', 'actor')","('Manning', 'actor')","('Verreker', 'actor')",,,,,,,,,,,,,,
0221885,"('David R. Whitman', 'actor')","('Holly Anderson', 'actress')","('Joseph Müller', 'actor')","('Karin Schiffer', 'actress')",,,,,,,,,,,,,,
0221889,"('Petula', 'actress')","('Dorothy', 'actress')","('Tony', 'actor')","('Train Guard', 'actor')",,,,,,,,,,,,,,
0221902,"('Sharpe', 'actor')","('Sid', 'actor')","('Lucie', 'actress')","('Janie', 'actress')",,,,,,,,,,,,,,
0221928,"('Carl Farrell', 'actor')","('Man 1', 'actor')","('Man 2', 'actor')","('Marlene Kosinski', 'actress')",,,,,,,,,,,,,,
0221982,"('Gaja Gamini', 'actress')","('Sangita', 'actress')","('Shakuntala', 'actress')","(""Premchand's Nirmala"", 'actress')","('Leonardo da Vinci', 'actor')","('Sindhu', 'actress')",,,,,,,,,,,,
0222012,"('Saketh Ram', 'actor')","('Amjad Ali Khan', 'actor')","('Aparna Ram', 'actress')","('Ambujam Iyengar', 'actress')",,,,,,,,,,,,,,
0222020,"('Jack Tyree', 'actor')","('Shannon Carpenter', 'actress')","('Barry Rogers', 'actor')","('Vice President Pike', 'actor')",,,,,,,,,,,,,,
0222024,"('Gopal', 'actor')","('Radha', 'actress')","('Suraj', 'actor')","('Prashant', 'actor')",,,,,,,,,,,,,,
0222027,"('Eliso', 'actor')","('Sitaras', 'actor')","(""Rural Guard 'Summer'"", 'actor')","('Matsaganos', 'actor')",,,,,,,,,,,,,,
0222054,"('Jan zonder Vrees', 'actor')","('Dokus', 'actor')","('Baron van Moerzeke', 'actor')",,,,,,,,,,,,,,,
0222067,"('Christine', 'actress')","('Philippe Vallois #1', 'actor')",,,,,,,,,,,,,,,,
0222096,"('Hugo Wimmer (alt)', 'actor')","('Charlotte Hoffmann (alt)', 'actress')","('Hugo Wimmer (jung)', 'actor')","('Charlotte Hoffmann (jung)', 'actress')",,,,,,,,,,,,,,
0222150,"('Emilio', 'actor')","('Jacqueline', 'actress')","('Rolando', 'actor')","('the blind man (el ciego)', 'actor')","('Fernandez', 'actor')",,,,,,,,,,,,,
0222167,"('Zach Baker', 'actor')","('Bleckman', 'actor')","('Abbey', 'actress')","('Susie', 'actress')",,,,,,,,,,,,,,
0222186,"('Schippersvrouw', 'actress')","('Pooier', 'actor')",,,,,,,,,,,,,,,,
0222270,"('Ajay Bakshi', 'actor')","('Ria Bannerjee', 'actress')","('Pappu Junior', 'actor')","('Mohan Joshi', 'actor')",,,,,,,,,,,,,,
0222293,"('Joyce', 'actress')","('George Barber', 'actor')","('Inspector Berkley', 'actor')","('Kleber', 'actor')","('Doctor', 'actor')",,,,,,,,,,,,,
0222344,"('Tony', 'actor')","('Stephanie', 'actress')","('Al', 'actor')","('Lisa', 'actress')",,,,,,,,,,,,,,
0222368,"('Claudia', 'actress')","('Massera', 'actor')","('Quiroga', 'actor')","('Franco', 'actor')",,,,,,,,,,,,,,
0222375,"('Hutch Rimes', 'actor')","('Binny Redwine', 'actress')","('Olivia Wise', 'actress')","('Jesse Proudfit', 'actor')",,,,,,,,,,,,,,
0222425,"('The girl', 'actress')","(""Mama, the girl's mother"", 'actress')","('Ryûji', 'actor')","('Masako', 'actress')",,,,,,,,,,,,,,
0222426,"('Tedi', 'actor')","('Koko', 'actor')","('Denbi', 'actor')","('Kancho', 'actor')","('Nasko', 'actor')",,,,,,,,,,,,,
0222512,"('Gill', 'actor')","('Zombie Cop', 'actor')","('Stevens', 'actor')","('Doctor Death', 'actor')","('Buddy Van De Car', 'actor')",,,,,,,,,,,,,
0222515,"('Rosendo', 'actor')","('Beatriz', 'actress')","('Lucas', 'actor')","('Nacho', 'actor')",,,,,,,,,,,,,,
0222666,"('Christian', 'actor')","('Leon', 'actor')","('Bubbles Healy', 'actor')","('Simone', 'actress')",,,,,,,,,,,,,,
0222705,"('Z.T.', 'actor')","('Zack', 'actor')","('Cole Twain', 'actor')","('Coach Zeller', 'actor')",,,,,,,,,,,,,,
0222715,"('Rafael', 'actor')","('Vieira', 'actor')",,,,,,,,,,,,,,,,
0222717,"('George Reno', 'actor')","('Bob Porter', 'actor')","('Anne Reno', 'actress')","('Queen Mummy', 'actress')","('Omar Mehemmet', 'actor')",,,,,,,,,,,,,
0222719,"('Roxy', 'actress')","('Jeeter', 'actor')","('Omar', 'actor')","('Alexa', 'actress')",,,,,,,,,,,,,,
0222760,"('Tonho', 'actor')","('João', 'actor')","(""Maria's Father"", 'actor')",,,,,,,,,,,,,,,
0222812,"('Dr. Herbert West', 'actor')","(""Young Howard 'Howie' Phillips"", 'actor')","('Dr. Howard Phillips', 'actor')","('Emily Phillips', 'actress')",,,,,,,,,,,,,,
0222817,"('Rei', 'actress')","('Kazuyo', 'actress')","('Kei', 'actress')","('Itomura', 'actor')",,,,,,,,,,,,,,
0222851,"('Aniki Yamamoto', 'actor')","('Ken', 'actor')","('Denny', 'actor')","('Shirase', 'actor')",,,,,,,,,,,,,,
0222961,"('El Chanfle', 'actor')","('Tere', 'actress')","('Diana', 'actress')","('Sr. Matute', 'actor')","('Dr. Nájera', 'actor')","('Paco', 'actor')","(""Paco's wife"", 'actress')","('Secudo', 'actor')","('Henchman', 'actor')",,,,,,,,,
0222962,"('El Chanfle', 'actor')","('Tere', 'actress')","('Reyes', 'actor')","('Valentino', 'actor')",,,,,,,,,,,,,,
0223067,"('Roberto', 'actor')","('Juan', 'actor')","('Pedro', 'actor')","('Voceador', 'actor')",,,,,,,,,,,,,,
0223128,"('Preacher', 'actor')","('Debra', 'actress')","('Ann Schultz', 'actress')","('Mayor', 'actor')",,,,,,,,,,,,,,
0223135,"('Harima', 'actor')","('Norris', 'actress')","('Guernica', 'actress')","('Dr. Loo', 'actor')",,,,,,,,,,,,,,
0223154,"('Kure Ichiro', 'actor')","('Prof. Masaki', 'actor')","('Prof. Wakabayashi', 'actor')","('Moyoko', 'actress')",,,,,,,,,,,,,,
0223268,"('John Jaspers', 'actor')","('Faust', 'actor')","('Jade de Camp', 'actress')","('Blue', 'actress')","('Lt. Dan Margolies', 'actor')",,,,,,,,,,,,,
0223284,"('Joey Randall', 'actor')","('Captain Peter James', 'actor')","('Police Chief George Moreno', 'actor')","('Gina Carrillo', 'actress')",,,,,,,,,,,,,,
0223323,"('Steph', 'actor')","('Piston', 'actor')","('Rose', 'actress')","('Marie-Lou', 'actress')",,,,,,,,,,,,,,
0223391,"('(voice)', 'actor')","('Grandma', 'actress')",,,,,,,,,,,,,,,,
0223490,"('Rolf', 'actor')","('Gunnar', 'actor')","('Vederman', 'actor')","(""Rolf's Mother"", 'actress')",,,,,,,,,,,,,,
0223530,"('Detective Woo', 'actor')","('Chang Sungmin', 'actor')","('Detective Kim', 'actor')","('Juyon', 'actress')",,,,,,,,,,,,,,
0223577,"('Nami Tsuchiya', 'actress')","('Tetsurô Kawashima', 'actor')","(""Megu, Tetsurô's sister"", 'actress')","('Sadakuni', 'actor')",,,,,,,,,,,,,,
0223593,"('Soichiro Kamizaki', 'actor')","('Setsuko Kinoshita', 'actress')","('Misaki Kinoshita', 'actress')","('Yusuke', 'actor')",,,,,,,,,,,,,,
0223603,"('Wing', 'actor')","('Maise', 'actress')","('Sir Lung', 'actor')","('Sister Lan', 'actress')",,,,,,,,,,,,,,
0223744,"('Stephanie', 'actress')","(""Arthur's wife"", 'actress')","('Gwen', 'actress')","(""Peter's wife"", 'actress')","('Trudy', 'actress')","(""Calvin's wife"", 'actress')","('Jeff', 'actor')",,,,,,,,,,,
0223777,"('Ofelia Escudero', 'actress')","('Aurora', 'actress')","('Marta', 'actress')","('Pilar', 'actress')",,,,,,,,,,,,,,
0223782,"('Nobo', 'actor')","('Ema', 'actress')","('Sakura', 'actor')","('Maya', 'actress')",,,,,,,,,,,,,,
0223783,"('Mako', 'actress')","('Kazuma', 'actor')","('Baron', 'actor')","('Susumu', 'actor')",,,,,,,,,,,,,,
0223784,"('C-ko', 'actress')","('Asako', 'actress')","('Taki', 'actor')","('Ganishin', 'actor')",,,,,,,,,,,,,,
0223832,"('Antonio Bolivar', 'actor')","('Luis Agalla (Mayor)', 'actor')","('Rubicondo (Dentist)', 'actor')","('Josefina', 'actress')",,,,,,,,,,,,,,
0223848,"('Noriko Saotome', 'actress')","('High School Teacher', 'actress')","('Sagawa', 'actor')","('Morita', 'actor')","('Yuki Tanokura', 'actress')","('Satoshi Tanokura', 'actor')",,,,,,,,,,,,
0223856,"('Patty', 'actress')","('Tommy', 'actor')","('June', 'actress')","('Fred', 'actor')",,,,,,,,,,,,,,
0223897,"('Eugene Simonet', 'actor')","('Trevor McKinney', 'actor')","('Arlene McKinney', 'actress')","('Chris Chandler', 'actor')",,,,,,,,,,,,,,
0223954,"(""Pendelton 'Penny' Wise"", 'actor')","('Caitlin Carlson', 'actress')","('Kelly Grant', 'actor')","('Joel', 'actor')",,,,,,,,,,,,,,
0223998,"('Jones', 'actor')",,,,,,,,,,,,,,,,,
0224025,"('Reno', 'actor')","('Holly', 'actress')","('Nicole', 'actress')","('Christian', 'actor')",,,,,,,,,,,,,,
0224050,"('Frank Beneventi', 'actor')","('George Beneventi', 'actor')","('Ray Sullivan', 'actor')","('Joe Beneventi', 'actor')",,,,,,,,,,,,,,
0224077,"('Maya Takigawa', 'actress')","('Matsuko Ishida', 'actress')","('Hisako Kitano', 'actress')","('Natarii Guriin (Natalie Green)', 'actress')",,,,,,,,,,,,,,
0224098,"('Saizo Kirigakure', 'actor')","('Akane', 'actress')","('Ieyasu Tokugawa', 'actor')",,,,,,,,,,,,,,,
0224102,"('Hiromi', 'actress')","('Moll', 'actress')","('Yoshimi Itô', 'actress')","('Yoshioka', 'actor')",,,,,,,,,,,,,,
0224116,"('Yukari Kotani', 'actress')","('Reiko Mine', 'actress')","('Kitahata', 'actor')","('Mayumi Kotani', 'actress')",,,,,,,,,,,,,,
0224156,"('Yogi', 'actor')","('Boo Boo', 'actress')",,,,,,,,,,,,,,,,
0224209,"('Hugues Michel', 'actor')","('Paul Gontier', 'actor')","('Louis', 'actor')","('Marie Gontier', 'actress')",,,,,,,,,,,,,,
0224235,"('Nami Tsuchiya', 'actress')","('Tetsuro Muraki', 'actor')","('Keiko Kawashima', 'actress')","('Yakuza', 'actor')",,,,,,,,,,,,,,
0224236,"('Nami Tsuchiya', 'actress')","('Tetsuro Muraki', 'actor')","('Kenji Ohta', 'actor')","('Ayumi', 'actress')",,,,,,,,,,,,,,
0224238,"('Nami Tsuchiya', 'actress')","('Tetsuro Muraki', 'actor')","('Namiko', 'actress')","('Ran', 'actress')",,,,,,,,,,,,,,
0224345,"('Pit', 'actor')","('Manson Ma', 'actor')","('Amy Fu', 'actress')","('Po', 'actress')",,,,,,,,,,,,,,
0224421,"('Woman on parole', 'actress')","('Supervisor', 'actress')","('Burglar', 'actor')","('Detective', 'actor')",,,,,,,,,,,,,,
0224578,"('Lien', 'actress')","('Suong', 'actress')","('Khanh', 'actress')","('Hai', 'actor')",,,,,,,,,,,,,,
0224626,"('Maggie', 'actress')","('Quitz', 'actor')","('The Trasher', 'actor')","('Dr. Fallon', 'actor')",,,,,,,,,,,,,,
0225009,"('Pinocchio 964', 'actor')","('Himiko', 'actress')","('Narishima', 'actor')","('Secretary', 'actress')",,,,,,,,,,,,,,
0225013,"('Suraj', 'actor')","('Roshni', 'actress')","('Mamtaram', 'actor')","('Kalka Singh', 'actor')",,,,,,,,,,,,,,
0225029,"('Rocky', 'actor')","('Raja', 'actor')","('Parimal Chaturvedi', 'actor')","('Pooja', 'actress')","('Vidya Prakash', 'actor')","('Sonia', 'actress')",,,,,,,,,,,,
0225071,"('Sharon Pogue', 'actress')","(""Steven 'Catch' Lambert"", 'actor')","('Larry Pogue, Sr.', 'actor')","('Robby', 'actor')",,,,,,,,,,,,,,
0225100,"('Lucía', 'actress')","('Charly', 'actor')","('Chino', 'actor')","('Antonio', 'actor')",,,,,,,,,,,,,,
0225196,"('Frank Cavallo', 'actor')","('Maggie Cavallo', 'actress')","('Peggy', 'actress')","('Mac', 'actor')",,,,,,,,,,,,,,
0225339,"('Lauren', 'actress')","(""Mick's clien-Bonnie's stepmother"", 'actress')","('Mick', 'actor')","('masseur', 'actor')","('Kate', 'actress')","(""Mick's roommate and colleague"", 'actress')","('Catherine', 'actress')","(""Walles' mistress"", 'actress')",,,,,,,,,,
0225458,"('Tatsuya', 'actor')","('Jun', 'actress')","('Singer', 'actress')","('Kiyomi', 'actress')","('Kidnapped girl', 'actress')","('Yumiko', 'actress')","(""Takayuki's daughter"", 'actress')",,,,,,,,,,,
0225499,"('Kitty Carryall', 'actress')","('Bunny Tremelo', 'actress')","('Patch Kelly', 'actress')","('Alexandria', 'actress')",,,,,,,,,,,,,,
0225515,"('Ranvir', 'actor')","('Rajvir', 'actor')","('Rocky', 'actor')","('Shalini', 'actress')","(""Ranvir's Father"", 'actor')",,,,,,,,,,,,,
0225535,"('Adam Borecki', 'actor')","('Stefan Kowalczyk', 'actor')","('Gerard Nowak', 'actor')","('Tadeusz Frei', 'actor')",,,,,,,,,,,,,,
0225566,"('Raghav', 'actor')","('Bhavana', 'actress')","('J.P. Sethi', 'actor')","('Ins. Krishna', 'actor')",,,,,,,,,,,,,,
0225691,"('Makis Karasinis', 'actor')","('Ismini', 'actress')","('Xefteris', 'actor')","('Nasoula Karasini', 'actress')","('Penny', 'actress')",,,,,,,,,,,,,
0225824,"('Hans Pollak', 'actor')","('Pablo Antonio Di Ospeo', 'actor')","('Mike', 'actor')","('Theo', 'actor')",,,,,,,,,,,,,,
0225828,"('Ray Stanton', 'actor')","('Adrian Kaminski', 'actor')","('Norman Williams', 'actor')","('Lisa Belmont', 'actress')",,,,,,,,,,,,,,
0225836,"('Yumi Iida', 'actress')","('Yuuichi Nagasawa (17 years)', 'actor')","('Dr. Hishikawa', 'actor')","('Ritsuko Nagasawa', 'actress')","('Masako Iida', 'actress')",,,,,,,,,,,,,
0225865,"('Widow', 'actress')","('Jack', 'actor')","('Wes', 'actor')","('Sheriff Ben Tyler', 'actor')",,,,,,,,,,,,,,
0225881,"('Migiwa Awazu', 'actress')","(""Makoto Ike, Migiwa's sister"", 'actress')","('Yasuko Koiso', 'actress')","('Taichi Hanada', 'actor')",,,,,,,,,,,,,,
0225917,"('Alexandros Sebekos', 'actor')","('Konstadinos Sebekos', 'actor')","('Stella', 'actress')","('Vera Makri', 'actress')",,,,,,,,,,,,,,
0225920,"('Shizuko Tôyama', 'actress')","('Senzô Tôyama', 'actor')","('Haru', 'actress')",,,,,,,,,,,,,,,
0225944,"('Clara das Neves', 'actress')","('Caçador', 'actor')","('Rainha', 'actress')","('Príncipe', 'actor')",,,,,,,,,,,,,,
0225947,"('Mr. Butler', 'actor')","('Karen', 'actress')","('Julian', 'actor')","('Cookie', 'actor')",,,,,,,,,,,,,,
0225961,"('Capt. Anand', 'actor')","('Major. Manohar Lal Verma', 'actor')","('Ruma', 'actress')","('Mita', 'actress')","(""Major's Mother"", 'actress')",,,,,,,,,,,,,
0226018,"('Tamotsu Matsumura', 'actor')","('Yamamori', 'actor')","('Katsutoshi Otomo', 'actor')","('Shozo Hirono', 'actor')",,,,,,,,,,,,,,
0226094,"('Neville Carter', 'actor')","('Niko Rosen', 'actress')","('Matthew Carter', 'actor')","('Julian', 'actor')",,,,,,,,,,,,,,
0226107,"('Stavros Perivolaris', 'actor')","('Despina', 'actress')","('Tonia Marketi', 'actress')","('Papanastasiou', 'actor')",,,,,,,,,,,,,,
0226190,"('Catherine Tanguay', 'actress')","('Martine Tanguay', 'actress')","('Isabelle Tanguay', 'actress')","('Luc Tanguay', 'actor')",,,,,,,,,,,,,,
0226204,"('Konoike', 'actor')","(""Midori's Father"", 'actor')","('Mayumi Iwase', 'actress')","('Otani', 'actress')","('Grandmother', 'actress')",,,,,,,,,,,,,
0226225,"('Tyler', 'actor')","('Paige', 'actress')","('Pete', 'actor')","('Robbie', 'actor')",,,,,,,,,,,,,,
0226232,"('Princezna Jasnenka', 'actress')","('Svec Jíra', 'actor')","('Král', 'actor')","('Chuva', 'actress')",,,,,,,,,,,,,,
0226267,"('Kikushima', 'actress')","('Jewelry shop owner', 'actress')","('Sennosuke Inoue', 'actor')","('Actor', 'actor')","('Baron Murayama', 'actor')","('Judge', 'actor')","('Kajii', 'actor')","('Staff Sergeant', 'actor')",,,,,,,,,,
0226351,"('Pyrus', 'actor')","('Bertramsen', 'actor')","('Gyldengrød', 'actor')","('Josefine Brahe', 'actress')",,,,,,,,,,,,,,
0226362,"('Kwame', 'actor')","('Teesha', 'actress')","('Little Mikey', 'actor')","('Pere', 'actor')",,,,,,,,,,,,,,
0226430,"('Michael Holloway', 'actor')","('Stuart Chappell', 'actor')","('Chloe Holloway', 'actress')","('Det. Steve Andrianson', 'actor')",,,,,,,,,,,,,,
0226461,"('Karimah', 'actress')","('Shawkat Helmy', 'actor')","('Mirvat', 'actress')","('Zhaza', 'actress')",,,,,,,,,,,,,,
0226539,"(""Rosemberg Pabón, 'Comandante Uno'"", 'actor')","(""Carmenza Londoño, 'La Chiqui'"", 'actress')","('Diego Asencio, Ambassador of the U.S.A.', 'actor')","('María Elena Chassoul, Ambassador of Costa Rica', 'actress')",,,,,,,,,,,,,,
0226540,"('Amy', 'actress')","('Juliette', 'actress')","('Lyle', 'actor')","('Bert', 'actor')",,,,,,,,,,,,,,
0226587,"('Pablo Nazareno', 'actor')","('Lucía Navarro', 'actress')","('Yoli', 'actress')",,,,,,,,,,,,,,,
0226663,"('Captain', 'actor')","('Number 431', 'actor')","('Number 432', 'actor')","('Number 433', 'actor')",,,,,,,,,,,,,,
0226693,"('Todd Nguyen', 'actor')","('Soong', 'actor')","('Ma Li', 'actor')","('Guan Ai', 'actress')",,,,,,,,,,,,,,
0226701,"('Gabriel Echeverría', 'actor')","('Carolina viuda de Ferrer', 'actress')","('Angel Cruz', 'actress')","('Miguel Ferrer', 'actor')",,,,,,,,,,,,,,
0226708,"('Oriane Roche', 'actress')","('Hadrien Roche', 'actor')","('Le mage Bodel', 'actor')","('Xavier', 'actor')",,,,,,,,,,,,,,
0226720,"('Juan', 'actor')","('Ana', 'actress')","('Alicia', 'actress')","('Carlos', 'actor')","('Emilio', 'actor')","('Miguel', 'actor')",,,,,,,,,,,,
0226737,"('Takao Yuki, the police detective', 'actor')","('Kyûichi Ishii, the murderer', 'actor')","('Yuji Shimooka, the police detective', 'actor')","('Sadako Yokokawa', 'actress')",,,,,,,,,,,,,,
0226786,"('Rahul Kumar', 'actor')","('Radhika', 'actress')","('Devyani', 'actress')","('Shiv Kumar', 'actor')","('Dhananjay', 'actor')","('Umadevi', 'actress')","('Sattu', 'actor')",,,,,,,,,,,
0226847,"('Rahul', 'actor')","('Chandni', 'actress')","(""Ishwar Singh ('Tubby') - Rahul's Secretary"", 'actor')","(""Rahul's Dadaji"", 'actor')","('Daniel', 'actor')","('Monica', 'actress')",,,,,,,,,,,,
0226872,"('Nami Matsushima (aka Matsu the Scorpion)', 'actress')","('Katagiri', 'actress')","('Yukiko Kida', 'actress')","('Masaki', 'actress')",,,,,,,,,,,,,,
0226873,"('Nami Matsushima (The Scorpion)', 'actress')","('Yasuo Kudo', 'actor')","('Kinuyo Kodama', 'actress')","('Detective Hirose', 'actor')",,,,,,,,,,,,,,
0226874,"('Matsu (Sasori)', 'actress')","('Inspector Goda', 'actor')","('Tomiko Yasuki', 'actress')","('Hide Ôba', 'actress')",,,,,,,,,,,,,,
0226875,"('Nami Matsushima (Sasori)', 'actress')","('Detective Kondo', 'actor')","('Katsu Samejima', 'actress')","('Yuki Nakagawa', 'actress')",,,,,,,,,,,,,,
0226935,"('Girl', 'actress')","('Frank', 'actor')","('Lorna Doone', 'actress')","('Crutches', 'actor')",,,,,,,,,,,,,,
0227005,"('Ricky', 'actor')","('Bobby', 'actor')","('Referee', 'actor')","('Jessica', 'actress')",,,,,,,,,,,,,,
0227034,"('Stipan', 'actor')","('Slavica', 'actress')","('Marinko Cicin', 'actor')","('Luka', 'actor')",,,,,,,,,,,,,,
0227051,"('Masako', 'actress')","('Honda', 'actor')","('Jun', 'actress')","('Omitsu', 'actress')",,,,,,,,,,,,,,
0227055,"('Saeko', 'actress')",,,,,,,,,,,,,,,,,
0227066,"('Man', 'actor')","('Jun', 'actress')","('Nerika', 'actress')","('Sumie', 'actress')","('Owner', 'actor')",,,,,,,,,,,,,
0227156,"('Asami Suzumura', 'actress')","('Kouhei Suzumura', 'actor')","('Togura', 'actor')","('Kameda', 'actor')","('Tsukamoto', 'actor')","('Youko', 'actress')","('Inuyama', 'actor')",,,,,,,,,,,
0227170,"('Natsuko Yashiro', 'actress')","('Woman in Kimono', 'actress')","('Woman in Greenhouse', 'actress')","('Truck Driver', 'actor')",,,,,,,,,,,,,,
0227189,"('Derek Strombourg', 'actor')","('Joshua Adams', 'actor')","('Flashback Parent', 'actor')","('Elias Oligaric', 'actor')","('Orin Stalward', 'actor')",,,,,,,,,,,,,
0227194,"('Arun Verma', 'actor')","('Javed Abbas', 'actor')","('Geeta Choudhary', 'actress')","('Krishan Kant Virmani', 'actor')",,,,,,,,,,,,,,
0227197,"('Kiku Nakagawa', 'actress')","('Michi', 'actress')","('Jim Sullivan', 'actor')","('Takeo Nakagawa', 'actor')","('Aya', 'actress')","('Ippei Noda', 'actor')",,,,,,,,,,,,
0227200,"('Brad Kennedy', 'actor')","('Bob Johnson', 'actor')","('Skip Loomis', 'actor')","('Scott', 'actor')",,,,,,,,,,,,,,
0227224,"('Sissy', 'actress')","('Sergito', 'actor')","('Mabel', 'actress')","('Candido', 'actor')",,,,,,,,,,,,,,
0227277,"('Ángel', 'actor')","('Narrator', 'actor')","('El Nene', 'actor')","('El Cuervo', 'actor')","('Giselle', 'actress')",,,,,,,,,,,,,
0227408,"('Kiku', 'actress')","('Hitotsubashi', 'actor')","('Shimika', 'actor')","('Akari', 'actress')","('Motomiya', 'actor')",,,,,,,,,,,,,
0227445,"('Nick', 'actor')","('Jack', 'actor')","('Brian', 'actor')","('Max', 'actor')","('Diane', 'actress')",,,,,,,,,,,,,
0227458,"('Marie', 'actress')","('François', 'actor')","('Bill', 'actor')","('Paul', 'actor')",,,,,,,,,,,,,,
0227489,"('Nami Matsushima', 'actress')","('Toshihiko Kosaka', 'actor')","('Natsuko Kosaka', 'actress')","('Dietman Miura', 'actor')",,,,,,,,,,,,,,
0227492,"('Susumu Yamazaki', 'actor')","('Shima', 'actress')","('Isami Kondô', 'actor')","('Toshizô Hijikata', 'actor')",,,,,,,,,,,,,,
0227496,"('Dushant Kumar Mehra', 'actor')","('Shakuntala (Shaku)', 'actress')","('Menka', 'actress')","(""Kalidas Mehra 'Kali'"", 'actor')",,,,,,,,,,,,,,
0227538,"('Carmen Cortez', 'actress')","('Juni Cortez', 'actor')","('Gregorio Cortez', 'actor')","('Ingrid Cortez', 'actress')",,,,,,,,,,,,,,
